32,22,Modem Issue,"I believe that my modem may be faulty, as I am experiencing frequent disconnections and slow internet speeds. I have tried restarting my modem and checking my cables, but the issue persists. I am concerned that my modem may be outdated or malfunctioning, and I would like to request a replacement or upgrade. Could someone please assist me in troubleshooting this issue and determining the best course of action?",13-SEP-24,13-SEP-24,1,10
58,26,Cloud Security Best Practices,"I am seeking expert guidance on implementing cloud security best practices to protect my organization's cloud-based assets and data. Specifically, I am struggling to select the most effective cloud security controls, configure the security settings, and ensure compliance with regulatory requirements. I would greatly appreciate recommendations on cloud security frameworks, threat modeling, and risk assessment methodologies, as well as guidance on how to develop a comprehensive cloud security strategy.",26-SEP-24,26-SEP-24,6,26
34,2,Complex Network Configuration Issue,"I am experiencing difficulties with my complex network configuration, which involves multiple routers, switches, and firewalls. Despite my best efforts, I am unable to establish a stable connection between my devices. The issue began after I added a new router to my network, and since then, I have encountered numerous problems, including dropped connections, slow speeds, and inconsistent performance. I have tried various troubleshooting steps, such as restarting my devices, checking my cables, and adjusting my settings, but none of these solutions have resolved the issue. I would greatly appreciate assistance from a knowledgeable support agent who can help me identify the root cause of the problem and implement a comprehensive solution.",02-SEP-24,02-SEP-24,1,2
36,4,Advanced Router Configuration Problem,"I am struggling to configure my advanced router settings, specifically the Quality of Service (QoS) features. I have followed the manufacturer's instructions and consulted online resources, but I am still encountering difficulties. The issue is causing significant disruptions to my online activities, including video conferencing, online gaming, and cloud computing. I require expert guidance on how to optimize my QoS settings to ensure seamless performance and minimize latency. Additionally, I would appreciate recommendations on how to monitor and analyze my network traffic to identify potential bottlenecks and areas for improvement.",04-SEP-24,04-SEP-24,1,4
40,8,High-Speed Internet Performance Issue,"I am experiencing subpar performance with my high-speed internet connection, which is impacting my ability to engage in demanding online activities such as 4K video streaming, online gaming, and cloud computing. Despite my best efforts to optimize my network settings and hardware, I continue to encounter issues with slow speeds, packet loss, and latency. I require expert assistance in diagnosing the root cause of the problem and implementing a tailored solution to maximize my internet performance and ensure a seamless user experience.",08-SEP-24,08-SEP-24,1,8
42,10,Secure Network Infrastructure Design,"I am tasked with designing a secure network infrastructure for my organization, incorporating cutting-edge technologies and best practices to protect our sensitive data and prevent cyber threats. However, I am facing challenges in selecting the most effective security measures and implementing them seamlessly within our existing infrastructure. I would greatly appreciate expert guidance on how to develop a comprehensive security strategy, including threat assessment, vulnerability analysis, and penetration testing, as well as recommendations on the latest security tools and technologies.",10-SEP-24,10-SEP-24,1,10
104,32,Wireless Network Security,"I am tasked with ensuring the security and integrity of my organization's wireless networks, including developing and implementing secure wireless protocols, configuring the security settings, and ensuring ongoing monitoring and reporting. However, I am facing challenges in selecting the most suitable wireless security methodologies, configuring the security parameters, and ensuring compliance with regulatory requirements. I would greatly appreciate guidance on how to develop a comprehensive wireless security plan, including recommendations on secure wireless protocols, security settings, and compliance procedures.",12-OCT-24,12-OCT-24,1,32
106,34,Zero-Day Exploit Protection,"I am seeking expert assistance in protecting my organization from zero-day exploits, including selecting the most suitable protection solutions, configuring the protection settings, and ensuring seamless integration with our existing security infrastructure. Specifically, I am struggling to determine the most effective protection approach, configure the protection parameters, and prioritize the identified vulnerabilities. I would greatly appreciate guidance on how to develop a comprehensive zero-day exploit protection plan, including recommendations on protection solutions, protection methodologies, and vulnerability prioritization.",14-OCT-24,14-OCT-24,1,34
110,38,Blockchain Security,"I am tasked with ensuring the security and integrity of my organization's blockchain systems, including developing and implementing secure blockchain practices, configuring the security settings, and ensuring ongoing monitoring and reporting. However, I am facing challenges in selecting the most suitable blockchain security methodologies, configuring the security parameters, and ensuring compliance with regulatory requirements. I would greatly appreciate guidance on how to develop a comprehensive blockchain security plan, including recommendations on secure blockchain practices, security settings, and compliance procedures.",18-OCT-24,18-OCT-24,1,38
112,40,Cloud Security Architecture,"I am responsible for designing and implementing a secure cloud security architecture for my organization, including selecting the most suitable cloud providers, configuring the cloud infrastructure, and ensuring seamless integration with our existing security infrastructure. Specifically, I am struggling to determine the most effective cloud security approach, configure the cloud settings, and prioritize the identified security risks. I would greatly appreciate guidance on how to develop a comprehensive cloud security architecture plan, including recommendations on cloud provider selection, cloud security methodologies, and risk prioritization.",20-OCT-24,20-OCT-24,1,40
68,36,IT Asset Management,"I am responsible for managing my organization's IT assets, including hardware, software, and licenses, but I am facing challenges in tracking inventory, monitoring usage, and ensuring compliance with licensing agreements. Specifically, I am struggling to select the most effective asset management tools, configure the tracking parameters, and develop effective reporting and analytics capabilities. I require expert assistance in designing a comprehensive IT asset management plan, including recommendations on asset tracking methodologies, license management best practices, and reporting procedures.",06-OCT-24,06-OCT-24,4,36
70,38,Cybersecurity Awareness Training,"I am seeking expert guidance on developing a comprehensive cybersecurity awareness training program for my organization's employees, including training content, delivery methods, and evaluation metrics. Specifically, I am struggling to select the most effective training materials, configure the training schedule, and ensure ongoing monitoring and feedback. I would greatly appreciate recommendations on training best practices, phishing simulation methodologies, and employee engagement strategies.",08-OCT-24,08-OCT-24,2,38
72,40,Digital Forensics and Incident Response,"I am responsible for investigating and responding to cybersecurity incidents, including malware outbreaks, phishing attacks, and unauthorized access attempts, but I am facing challenges in collecting and analyzing digital evidence, identifying root causes, and developing effective response strategies. Specifically, I am struggling to select the most effective forensic tools, configure the investigation parameters, and interpret the findings to inform incident response decisions. I require expert assistance in designing a comprehensive digital forensics and incident response plan, including recommendations on forensic methodologies, tool selection, and response procedures.",10-OCT-24,10-OCT-24,2,40
50,18,Cybersecurity Threat Detection,"I am concerned about the growing number of cybersecurity threats targeting my organization, and I am seeking expert assistance in detecting and mitigating these risks. Specifically, I am struggling to select the most effective threat detection tools, configure the detection parameters, and respond to detected threats in a timely and effective manner. I would greatly appreciate guidance on how to develop a comprehensive threat detection strategy, including recommendations on threat intelligence sources, detection methodologies, and incident response procedures.",18-SEP-24,18-SEP-24,2,18
74,2,Advanced Network Architecture Design,"I am tasked with designing a highly available and scalable network architecture for my organization, incorporating cutting-edge technologies and best practices to support our growing business needs. However, I am facing challenges in selecting the most suitable network topology, configuring the network components, and ensuring seamless integration with our existing infrastructure. I would greatly appreciate expert guidance on how to develop a comprehensive network architecture plan, including recommendations on network design principles, technology selection, and implementation strategies.",12-SEP-24,12-SEP-24,5,2
76,4,Cloud-Based Disaster Recovery Solution,"I am seeking expert assistance in designing and implementing a cloud-based disaster recovery solution for my organization, including selecting the most suitable cloud providers, configuring the disaster recovery infrastructure, and ensuring seamless integration with our existing systems. Specifically, I am struggling to determine the most effective disaster recovery approach, configure the replication settings, and test the recovery procedures to ensure their effectiveness. I would greatly appreciate guidance on how to develop a comprehensive disaster recovery plan, including recommendations on cloud provider selection, disaster recovery methodologies, and testing procedures.",14-SEP-24,14-SEP-24,1,4
80,8,Data Center Migration and Consolidation,"I am tasked with migrating and consolidating my organization's data centers, including selecting the most suitable migration approach, configuring the migration infrastructure, and ensuring seamless integration with our existing systems. Specifically, I am struggling to determine the most effective migration strategy, configure the migration settings, and test the migrated systems to ensure their functionality and performance. I would greatly appreciate guidance on how to develop a comprehensive data center migration plan, including recommendations on migration methodologies, infrastructure configuration, and testing procedures.",18-SEP-24,18-SEP-24,1,8
82,10,Hybrid Cloud Infrastructure Design,"I am seeking expert assistance in designing and implementing a hybrid cloud infrastructure for my organization, including selecting the most suitable cloud providers, configuring the cloud infrastructure, and ensuring seamless integration with our existing systems. Specifically, I am struggling to determine the most effective cloud deployment model, configure the cloud settings, and test the cloud infrastructure to ensure its functionality and performance. I would greatly appreciate guidance on how to develop a comprehensive hybrid cloud infrastructure plan, including recommendations on cloud provider selection, deployment models, and testing procedures.",20-SEP-24,20-SEP-24,1,10
84,12,Information Security Governance and Compliance,"I am responsible for ensuring the governance and compliance of my organization's information security practices, including developing and implementing security policies, procedures, and standards. However, I am facing challenges in selecting the most suitable security frameworks, configuring the security settings, and ensuring ongoing monitoring and reporting. I require expert assistance in designing a comprehensive information security governance plan, including recommendations on security frameworks, policy development, and compliance procedures.",22-SEP-24,22-SEP-24,1,12
86,14,IT Service Continuity Management,"I am tasked with ensuring the continuity of my organization's IT services, including developing and implementing service continuity plans, conducting regular backups, and performing disaster recovery exercises. However, I am facing challenges in selecting the most suitable service continuity methodologies, configuring the continuity settings, and ensuring ongoing monitoring and testing. I would greatly appreciate guidance on how to develop a comprehensive IT service continuity plan, including recommendations on service continuity methodologies, backup and restore procedures, and disaster recovery exercises.",24-SEP-24,24-SEP-24,1,14
90,18,Penetration Testing and Vulnerability Assessment,"I am seeking expert assistance in conducting a comprehensive penetration test and vulnerability assessment for my organization, including selecting the most suitable testing tools, configuring the testing parameters, and interpreting the results to inform remediation decisions. Specifically, I am struggling to determine the most effective testing approach, configure the testing settings, and prioritize the identified vulnerabilities. I would greatly appreciate guidance on how to develop a comprehensive penetration testing plan, including recommendations on testing methodologies, tool selection, and vulnerability prioritization.",28-SEP-24,28-SEP-24,1,18
92,20,Security Information and Event Management (SIEM) System Implementation,"I am tasked with implementing a Security Information and Event Management (SIEM) system for my organization, including selecting the most suitable SIEM solution, configuring the system settings, and ensuring seamless integration with our existing security infrastructure. However, I am facing challenges in determining the most effective SIEM approach, configuring the system parameters, and ensuring ongoing monitoring and reporting. I require expert assistance in designing a comprehensive SIEM implementation plan, including recommendations on SIEM solutions, system configuration, and monitoring procedures.",30-SEP-24,30-SEP-24,1,20
94,22,Software Development Life Cycle (SDLC) Security,"I am responsible for ensuring the security and integrity of my organization's software development life cycle (SDLC), including developing and implementing secure coding practices, conducting regular code reviews, and performing security testing. However, I am facing challenges in selecting the most suitable SDLC security methodologies, configuring the security settings, and ensuring ongoing monitoring and reporting. I would greatly appreciate guidance on how to develop a comprehensive SDLC security plan, including recommendations on secure coding practices, code review procedures, and security testing methodologies.",02-OCT-24,02-OCT-24,1,22
96,24,Threat Intelligence and Incident Response,"I am seeking expert assistance in developing a comprehensive threat intelligence program for my organization, including selecting the most suitable threat intelligence feeds, configuring the intelligence settings, and ensuring seamless integration with our existing security infrastructure. Specifically, I am struggling to determine the most effective threat intelligence approach, configure the intelligence parameters, and prioritize the identified threats. I would greatly appreciate guidance on how to develop a comprehensive threat intelligence plan, including recommendations on threat intelligence feeds, intelligence methodologies, and incident response procedures.",04-OCT-24,04-OCT-24,1,24
100,28,Virtualization Security,"I am tasked with ensuring the security and integrity of my organization's virtualized environments, including developing and implementing secure virtualization practices, configuring the security settings, and ensuring ongoing monitoring and reporting. However, I am facing challenges in selecting the most suitable virtualization security methodologies, configuring the security parameters, and ensuring compliance with regulatory requirements. I would greatly appreciate guidance on how to develop a comprehensive virtualization security plan, including recommendations on secure virtualization practices, security settings, and compliance procedures.",08-OCT-24,08-OCT-24,1,28
102,30,Web Application Security,"I am responsible for ensuring the security and integrity of my organization's web applications, including developing and implementing secure coding practices, conducting regular code reviews, and performing security testing. However, I am facing challenges in selecting the most suitable web application security methodologies, configuring the security settings, and ensuring ongoing monitoring and reporting. I require expert assistance in designing a comprehensive web application security plan, including recommendations on secure coding practices, code review procedures, and security testing methodologies.",10-OCT-24,10-OCT-24,1,30
20,8,DNS Resolution Issue,"I am experiencing difficulties with DNS resolution, resulting in failed website loads and inability to access certain online services. I have tried flushing my DNS cache and restarting my router, but the issue remains unresolved. I suspect that there may be a problem with my DNS settings or the DNS servers themselves. Could someone please investigate this matter further and provide guidance on how to resolve the issue?",10-SEP-24,10-SEP-24,1,8
66,34,Compliance and Regulatory Requirements,"I am seeking expert guidance on ensuring compliance with various regulatory requirements, including GDPR, HIPAA, and PCI-DSS, for my organization's IT infrastructure and data processing activities. Specifically, I am struggling to select the most effective compliance frameworks, configure the compliance settings, and ensure ongoing monitoring and reporting. I would greatly appreciate recommendations on compliance best practices, risk assessment methodologies, and audit preparation procedures.",04-OCT-24,04-OCT-24,2,34
30,24,Router Configuration Issue,"I recently attempted to configure my router to prioritize certain devices on my network, but now I am experiencing issues with my internet connection. Specifically, I am unable to access certain websites, and my streaming services are buffering excessively. I suspect that there may be a conflict between my router settings and the devices on my network. Could someone please guide me through the process of resetting my router to its default settings and reconfiguring it to meet my needs?",09-SEP-24,09-SEP-24,1,8
38,6,Multi-Network Environment Issue,"I operate a multi-network environment, consisting of several separate networks, each with its own unique configuration and requirements. Unfortunately, I am experiencing difficulties in managing and maintaining these networks, particularly when it comes to ensuring seamless communication and data exchange between them. I am seeking expert advice on how to design and implement a unified network architecture that integrates all my networks, providing a cohesive and efficient infrastructure for my organization. Furthermore, I would appreciate guidance on how to develop a comprehensive network management strategy, including monitoring, troubleshooting, and security measures.",06-SEP-24,06-SEP-24,1,6
108,36,Artificial Intelligence and Machine Learning Security,"I am responsible for ensuring the security and integrity of my organization's artificial intelligence and machine learning systems, including developing and implementing secure AI/ML practices, configuring the security settings, and ensuring ongoing monitoring and reporting. However, I am facing challenges in selecting the most suitable AI/ML security methodologies, configuring the security parameters, and ensuring compliance with regulatory requirements. I require expert assistance in designing a comprehensive AI/ML security plan, including recommendations on secure AI/ML practices, security settings, and compliance procedures.",16-OCT-24,16-OCT-24,1,36
78,6,Cybersecurity Risk Assessment and Mitigation,"I am responsible for conducting a comprehensive cybersecurity risk assessment for my organization, including identifying potential threats, assessing vulnerabilities, and developing effective mitigation strategies. However, I am facing challenges in selecting the most suitable risk assessment methodologies, configuring the assessment parameters, and interpreting the results to inform mitigation decisions. I require expert assistance in designing a comprehensive cybersecurity risk assessment plan, including recommendations on risk assessment methodologies, threat modeling, and mitigation strategies.",16-SEP-24,16-SEP-24,2,6
88,16,Network Access Control and Authentication,"I am responsible for ensuring the security and integrity of my organization's network access control and authentication systems, including developing and implementing access control policies, configuring authentication protocols, and ensuring ongoing monitoring and reporting. However, I am facing challenges in selecting the most suitable access control methodologies, configuring the authentication settings, and ensuring compliance with regulatory requirements. I require expert assistance in designing a comprehensive network access control plan, including recommendations on access control methodologies, authentication protocols, and compliance procedures.",26-SEP-24,26-SEP-24,1,16
98,26,Unified Communications Security,"I am responsible for ensuring the security and integrity of my organization's unified communications systems, including developing and implementing secure communication protocols, configuring the security settings, and ensuring ongoing monitoring and reporting. However, I am facing challenges in selecting the most suitable unified communications security methodologies, configuring the security parameters, and ensuring compliance with regulatory requirements. I require expert assistance in designing a comprehensive unified communications security plan, including recommendations on secure communication protocols, security settings, and compliance procedures.",06-OCT-24,06-OCT-24,1,26
1053,28,"Simple VM + VCN","Create a diagram where a VM instance is deployed in a public subnet inside a VCN.",12-JUN-2025,12-JUN-2025,1,28
1054,28,"Load Balancer + 2 VMs","Show two VM instances behind a Load Balancer in a private subnet.",12-JUN-2025,12-JUN-2025,1,28
1055,28,"Autonomous DB with Functions","Show a Function connected to an Autonomous DB for event-driven data processing.",12-JUN-2025,12-JUN-2025,1,28
